CaseID$;YEAR;COWCODE;ARDACODE;ISO3;NUMISO;COUNTRY;CHRSPROT;CHRSCAT;CHRSORTH;CHRSANG;CHRSOTHR;CHRSGEN;JUDORTH;JDCONS;JUDREF;JUDOTHR;JUDGEN;ISLMSUN;ISLMSHI;ISLMIBD;ISLMNAT;ISLMALW;ISLMAHM;ISLMOTHR;ISLMGEN;BUDMAH;BUDTHR;BUDOTHR;BUDGEN;ZOROGEN;HINDGEN;SIKHGEN;SHNTGEN;BAHGEN;TAOGEN;JAINGEN;CONFGEN;SYNCGEN;ANMGEN;NONRELIG;OTHRGEN;SUMRELIG;POP;CHPRTPCT;CHCATPCT;CHORTPCT;CHANGPCT;CHOTHPCT;CHGENPCT;JDORPCT;JDCNPCT;JDRFPCT;JDOTPCT;JDGENPCT;ISSUNPCT;ISSHIPCT;ISIBDPCT;ISNATPCT;ISALAPCT;ISAHMPCT;ISLOTPCT;ISGENPCT;BUMAHPCT;BUTHRPCT;BUOTHPCT;BUGENPCT;ZOGENPCT;HIGENPCT;SIGENPCT;SHGENPCT;BAGENPCT;TAGENPCT;JAGENPCT;COGENPCT;SYGENPCT;ANGENPCT;NORELPCT;OTGENPCT;SUMPCT;TOTAL;DUALREL;DATATYPE;SRELIAB;RRELIAB;RELIAB;SOURCECD;VERSION
837;1955;385;170;NOR;578;Norway;3321615;5949;374;568;5003;3333509;0;0;0;838;838;0;0;0;0;0;0;1300;1300;0;0;0;0;0;0;0;0;451;0;0;0;0;0;68540;22362;3404638;3427000;09692;00017;00001;00002;00015;09727;0;0;0;00002;00002;0;0;0;0;0;0;00004;00004;0;0;0;0;0;0;0;0;00001;0;0;0;0;0;002;00065;09935;1;0;34;99;35;1;99;11
838;1960;385;170;NOR;578;Norway;3410880;7145;383;874;7303;3426585;0;0;0;841;841;0;0;0;0;0;0;2198;2198;0;0;0;0;0;0;0;0;701;0;0;0;0;0;107430;43245;3537755;3581000;09525;0002;00001;00002;0002;09569;0;0;0;00002;00002;0;0;0;0;0;0;00006;00006;0;0;0;0;0;0;0;0;00002;0;0;0;0;0;003;00121;09879;1;0;234;3;10;2;14;11
839;1965;385;170;NOR;578;Norway;3499620;8342;393;1181;9602;3519138;0;0;0;870;870;0;0;0;0;0;0;3095;3095;0;0;0;0;0;0;0;0;952;0;0;0;0;0;148920;50025;3672975;3723000;094;00022;00001;00003;00026;09452;0;0;0;00002;00002;0;0;0;0;0;0;00008;00008;0;0;0;0;0;0;0;0;00003;0;0;0;0;0;004;00134;09866;1;0;34;9;28;1;2;11
840;1970;385;170;NOR;578;Norway;3566840;9538;402;1487;11901;3590168;0;0;0;899;899;0;0;0;0;0;0;3993;3993;0;0;100;100;0;0;0;0;1202;0;0;0;0;0;232620;48018;3828982;3877000;092;00025;00001;00004;00031;0926;0;0;0;00002;00002;0;0;0;0;0;0;0001;0001;0;0;0;0;0;0;0;0;00003;0;0;0;0;0;006;00124;09876;1;0;34;4;10;2;7;11
841;1975;385;170;NOR;578;Norway;3595893;10734;411;1794;14201;3623033;0;0;0;924;924;0;0;0;0;0;0;4096;4096;0;0;7027;7027;0;0;0;0;1301;0;0;0;0;0;320560;50059;3956941;4007000;08974;00027;00001;00004;00035;09042;0;0;0;00002;00002;0;0;0;0;0;0;0001;0001;0;0;00018;00018;0;0;0;0;00003;0;0;0;0;0;008;00125;09875;1;0;34;9;28;1;2;11
842;1980;385;170;NOR;578;Norway;3624947;11930;420;2100;16500;3655897;0;0;0;950;950;0;0;0;0;0;240;3960;4200;0;0;13955;13955;0;0;0;0;1400;0;0;0;0;0;367740;41858;4044142;4086000;08872;00029;00001;00005;0004;08947;0;0;0;00002;00002;0;0;0;0;0;00001;0001;0001;0;0;00034;00034;0;0;0;0;00003;0;0;0;0;0;009;00102;09898;1;0;34;4;10;2;7;11
843;1985;385;170;NOR;578;Norway;3654000;25215;910;2050;31116;3713291;0;0;0;885;885;0;0;0;0;0;0;9059;9059;0;0;20882;20882;0;0;0;0;1550;0;0;0;0;0;373770;33563;4119437;4153000;08798;00061;00002;00005;00075;08941;0;0;0;00002;00002;0;0;0;0;0;0;00022;00022;0;0;0005;0005;0;0;0;0;00004;0;0;0;0;0;009;00081;09919;1;0;34;2;10;2;13;11
844;1990;385;170;NOR;578;Norway;3732000;38500;1400;2000;45733;3819633;0;0;0;820;820;0;0;0;0;0;0;13919;13919;0;0;27809;27809;0;0;0;0;1700;0;0;0;900;950;339280;35989;4205011;4241000;088;00091;00003;00005;00108;09006;0;0;0;00002;00002;0;0;0;0;0;0;00033;00033;0;0;00066;00066;0;0;0;0;00004;0;0;0;00002;00002;008;00085;09915;1;0;234;4;10;2;7;11
845;1995;385;170;NOR;578;Norway;3861000;41575;0;0;60349;3962924;0;0;0;821;821;0;0;0;0;0;0;18778;18778;0;0;34737;34737;0;0;0;0;2062;0;0;0;1003;810;261540;76325;4282675;4359000;08858;00095;0;0;00138;09091;0;0;0;00002;00002;0;0;0;0;0;0;00043;00043;0;0;0008;0008;0;0;0;0;00005;0;0;0;00002;00002;006;00175;09825;1;0;34;99;35;1;99;11
846;2000;385;170;NOR;578;Norway;3839900;42000;0;0;75000;3956900;0;0;0;1200;1200;62000;0;0;0;0;0;0;62000;0;0;40000;40000;0;0;2000;0;2500;0;0;0;0;0;326000;74400;4390600;4465000;086;00094;0;0;00168;08862;0;0;0;00003;00003;00139;0;0;0;0;0;0;00139;0;0;0009;0009;0;0;00004;0;00006;0;0;0;0;0;0073;00167;09833;1;0;24;5;20;2;83;11
847;2005;385;170;NOR;578;Norway;4043642;43273;0;0;81899;4168814;0;0;0;1300;1300;76621;0;0;0;0;0;0;76621;0;0;9505;9505;0;3782;2306;0;1009;0;0;0;0;0;345000;14663;4608337;4623000;08747;00094;0;0;00177;09018;0;0;0;00003;00003;00166;0;0;0;0;0;0;00166;0;0;00021;00021;0;00008;00005;0;00002;0;0;0;0;0;00746;00032;09968;1;0;24;4;8;3;152;11
848;2010;385;170;NOR;578;Norway;3939303;67342;0;0;97078;4103723;0;0;0;823;823;99500;0;0;0;0;0;0;99500;0;0;13450;13450;0;5203;1042;0;1017;0;0;0;0;0;540000;120324;4764758;4885082;08064;00138;0;0;00199;08401;0;0;0;00002;00002;00204;0;0;0;0;0;0;00204;0;0;00028;00028;0;00011;00002;0;00002;0;0;0;0;0;01105;00246;09754;1;0;24;4;8;3;151;11
849;1945;390;66;DNK;208;Denmark;3959200;18317;0;534;8442;3986493;0;0;0;5785;5785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15423;32299;4007701;4040000;098;00045;0;00001;00021;09868;0;0;0;00014;00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00038;0008;0992;1;0;34;99;35;1;99;11
850;1950;390;66;DNK;208;Denmark;4194765;24211;0;999;12981;4232956;0;0;0;6021;6021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30018;1005;4268995;4270000;09824;00057;0;00002;0003;09913;0;0;0;00014;00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0007;00002;09998;1;0;24;4;7;2;7;11
851;1955;390;66;DNK;208;Denmark;4333232;32001;0;1866;16959;4384058;0;0;0;6266;6266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48421;255;4438745;4439000;09762;00072;0;00004;00038;09876;0;0;0;00014;00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00109;00001;09999;1;0;34;99;35;1;99;11
852;1960;390;66;DNK;208;Denmark;4464700;35790;0;2733;18937;4522160;0;0;0;6510;6510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51825;505;4580495;4581000;09746;00078;0;00006;00041;09872;0;0;0;00014;00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00113;00001;09999;1;0;34;9;28;1;2;11
853;1965;390;66;DNK;208;Denmark;4601770;47580;0;3600;23916;4676866;0;0;0;6755;6755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74228;151;4757849;4758000;09672;001;0;00008;0005;09829;0;0;0;00014;00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00156;0;1;1;0;234;99;35;1;99;11
854;1970;390;66;DNK;208;Denmark;4731840;49290;0;4066;38894;4824090;0;0;0;6999;6999;0;0;0;0;0;0;9977;9977;0;0;1001;1001;0;0;0;0;1001;0;0;0;0;0;85631;301;4928699;4929000;096;001;0;00008;00079;09787;0;0;0;00014;00014;0;0;0;0;0;0;0002;0002;0;0;00002;00002;0;0;0;0;00002;0;0;0;0;0;00174;00001;09999;1;0;34;4;10;2;7;11
855;1975;390;66;DNK;208;Denmark;4707130;44468;0;5333;47872;4804803;0;0;0;7124;7124;0;0;0;0;0;0;12488;12488;0;0;3569;3569;0;0;0;0;1200;0;0;0;0;0;170353;60463;4999537;5060000;09303;00088;0;00011;00095;09496;0;0;0;00014;00014;0;0;0;0;0;0;00025;00025;0;0;00007;00007;0;0;0;0;00002;0;0;0;0;0;00337;00119;09881;1;0;34;9;28;1;2;11
856;1980;390;66;DNK;208;Denmark;4682420;39645;200;6200;54850;4783315;0;0;0;7250;7250;0;0;0;0;0;800;12200;13000;0;0;6137;6137;0;0;0;0;1400;0;0;0;0;0;197076;114822;5008178;5123000;0914;00077;0;00012;00107;09337;0;0;0;00014;00014;0;0;0;0;0;00002;00024;00025;0;0;00012;00012;0;0;0;0;00003;0;0;0;0;0;00385;00224;09776;1;0;34;4;10;2;7;11
857;1985;390;66;DNK;208;Denmark;4657710;34823;700;5600;81495;4780328;0;0;0;6975;6975;0;0;0;0;0;0;34000;34000;0;0;8705;8705;0;0;0;0;1450;0;0;0;0;0;223798;58744;5055256;5114000;09108;00068;00001;00011;00159;09348;0;0;0;00014;00014;0;0;0;0;0;0;00066;00066;0;0;00017;00017;0;0;0;0;00003;0;0;0;0;0;00438;00115;09885;1;0;34;2;10;2;13;11
858;1990;390;66;DNK;208;Denmark;4633000;30000;1200;5000;108140;4777340;0;0;0;6700;6700;0;0;0;0;0;0;55000;55000;0;0;11272;11272;0;3400;0;0;1500;0;0;0;0;0;250520;34268;5105732;5140000;09014;00058;00002;0001;0021;09294;0;0;0;00013;00013;0;0;0;0;0;0;00107;00107;0;0;00022;00022;0;00007;0;0;00003;0;0;0;0;0;00487;00067;09933;1;0;34;4;10;2;7;11
859;1995;390;66;DNK;208;Denmark;4537618;32043;4067;4233;125472;4703433;0;0;0;6737;6737;0;0;0;0;0;0;108747;108747;0;0;13840;13840;0;5564;0;0;1274;0;0;0;0;0;356035;32370;5195630;5228000;08679;00061;00008;00008;0024;08997;0;0;0;00013;00013;0;0;0;0;0;0;00208;00208;0;0;00026;00026;0;00011;0;0;00002;0;0;0;0;0;00681;00062;09938;1;0;34;9;28;1;2;11
860;2000;390;66;DNK;208;Denmark;4510306;32959;780;0;7289;4551334;0;0;0;6159;6159;169540;4967;0;0;0;0;0;174507;0;0;3941;3941;0;0;0;0;0;0;0;0;0;0;435000;122059;5170941;5293000;08521;00062;00001;0;00014;08599;0;0;0;00012;00012;0032;00009;0;0;0;0;0;0033;0;0;00007;00007;0;0;0;0;0;0;0;0;0;0;00822;00231;09769;1;0;24;4;7;3;156;11
861;2005;390;66;DNK;208;Denmark;4493363;35865;9169;0;6548;4544945;0;0;0;7000;7000;200000;0;0;0;0;0;0;200000;0;0;4423;4423;0;0;0;0;0;0;0;0;0;0;471500;188132;5227868;5416000;08296;00066;00017;0;00012;08392;0;0;0;00013;00013;00369;0;0;0;0;0;0;00369;0;0;00008;00008;0;0;0;0;0;0;0;0;0;0;00871;00347;09653;1;0;24;4;7;3;155;11
862;2010;390;66;DNK;208;Denmark;4481602;37964;799;0;6872;4527237;0;0;0;2153;2153;215000;7000;0;0;0;0;0;222000;0;0;4487;4487;0;206;0;0;349;0;0;0;0;619;560000;222583;5317051;5539634;0809;00069;00001;0;00012;08172;0;0;0;00004;00004;00388;00013;0;0;0;0;0;00401;0;0;00008;00008;0;0;0;0;00001;0;0;0;0;00001;01011;00402;09598;1;0;24;4;7;3;155;11
863;1945;395;107;ISL;352;Iceland;125130;176;0;0;1265;126571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2326;103;128897;129000;097;00014;0;0;00098;09812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0018;00008;09992;1;0;34;99;35;1;99;11
864;1950;395;107;ISL;352;Iceland;139140;400;0;0;1154;140694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2242;64;142936;143000;0973;00028;0;0;00081;09839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00157;00004;09996;1;0;24;4;5;2;7;11
865;1955;395;107;ISL;352;Iceland;153100;907;0;0;1671;155678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2161;161;157839;158000;0969;00057;0;0;00106;09853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00137;0001;0999;1;0;34;99;35;1;99;11
866;1960;395;107;ISL;352;Iceland;170600;1413;0;0;1887;173900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2080;20;175980;176000;09693;0008;0;0;00107;09881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00118;00001;09999;1;0;34;9;28;1;2;11
867;1965;395;107;ISL;352;Iceland;184300;1920;0;0;2104;188324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1999;1677;190323;192000;09599;001;0;0;0011;09809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00104;00087;09913;1;0;234;99;35;1;99;11
868;1970;395;107;ISL;352;Iceland;195880;2006;0;0;2799;200685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;300;0;0;0;0;100;2192;663;203337;204000;09602;00098;0;0;00137;09838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00003;0;0;00015;0;0;0;0;00005;00107;00033;09968;1;0;234;4;10;2;7;11
869;1975;395;107;ISL;352;Iceland;209700;2092;0;0;3194;214986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;350;0;0;0;0;165;2354;65;217935;218000;09619;00096;0;0;00147;09862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00004;0;0;00016;0;0;0;0;00008;00108;00003;09997;1;0;234;9;28;1;2;11
870;1980;395;107;ISL;352;Iceland;218230;2178;0;0;4099;224507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;400;0;0;0;0;230;2610;153;227847;228000;09571;00096;0;0;0018;09847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00004;0;0;00018;0;0;0;0;0001;00114;00007;09993;1;0;24;4;5;2;7;11
871;1985;395;107;ISL;352;Iceland;227020;2264;0;0;4716;234000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;475;0;0;0;0;230;3049;3121;237879;241000;0942;00094;0;0;00196;0971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00005;0;0;0002;0;0;0;0;0001;00127;0013;0987;1;0;234;2;10;2;13;11
872;1990;395;107;ISL;352;Iceland;235110;2350;0;0;8609;246069;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;150;0;0;550;0;0;0;0;230;3529;4422;250578;255000;0922;00092;0;0;00338;0965;0;0;0;0;0;0;0;0;0;0;0;00002;00002;0;0;0;0;0;00006;0;0;00022;0;0;0;0;00009;00138;00173;09827;1;0;24;4;5;2;7;11
873;1995;395;107;ISL;352;Iceland;244305;2670;0;0;10052;257027;0;0;0;0;0;0;0;0;0;0;0;221;221;0;0;0;0;0;440;0;0;537;0;0;0;0;245;3923;4607;262393;267000;0915;001;0;0;00376;09626;0;0;0;0;0;0;0;0;0;0;0;00008;00008;0;0;0;0;0;00016;0;0;0002;0;0;0;0;00009;00147;00173;09827;1;0;234;9;28;1;2;11
874;2000;395;107;ISL;352;Iceland;260686;3883;0;0;3858;268427;0;0;0;0;0;0;0;0;0;0;0;135;135;0;0;455;455;0;0;0;0;398;0;0;0;0;355;6037;5193;275807;281000;09277;00138;0;0;00137;09553;0;0;0;0;0;0;0;0;0;0;0;00005;00005;0;0;00016;00016;0;0;0;0;00014;0;0;0;0;00013;00215;00185;09815;1;0;24;4;5;3;154;11
875;2005;395;107;ISL;352;Iceland;267015;5834;418;0;4348;277615;0;0;0;0;0;0;0;0;0;0;0;321;321;0;0;597;597;0;0;0;0;379;0;0;0;0;886;7211;8991;287009;296000;09021;00197;00014;0;00147;09379;0;0;0;0;0;0;0;0;0;0;0;00011;00011;0;0;0002;0002;0;0;0;0;00013;0;0;0;0;0003;00244;00304;09696;1;0;24;4;5;3;154;11
876;2010;395;107;ISL;352;Iceland;275000;9647;709;0;4707;290063;0;0;0;0;0;0;0;0;0;0;0;1589;1589;0;0;1087;1087;0;0;0;0;396;0;0;0;0;1398;10309;11979;304842;316821;0868;00304;00022;0;00149;09155;0;0;0;0;0;0;0;0;0;0;0;0005;0005;0;0;00034;00034;0;0;0;0;00012;0;0;0;0;00044;00325;00378;09622;1;0;24;4;5;3;154;11
877;1975;402;42;CPV;132;Cape Verde;7400;285000;0;0;100;292500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;1975;2000;375;296625;297000;00249;09596;0;0;00003;09848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00005;0;0;0;0;00066;00067;00013;09987;1;0;34;99;35;1;99;11
878;1980;402;42;CPV;132;Cape Verde;8600;275280;0;0;5920;289800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;2376;2200;1424;294576;296000;00291;093;0;0;002;09791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00007;0;0;0;0;0008;00074;00048;09952;1;0;134;4;10;2;7;11
879;1985;402;42;CPV;132;Cape Verde;9550;309690;0;0;6660;325900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;2859;2400;1541;331459;333000;00287;093;0;0;002;09787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00009;0;0;0;0;00086;00072;00046;09954;1;0;1234;2;10;2;13;11
880;1990;402;42;CPV;132;Cape Verde;10500;313520;0;0;3300;327320;0;0;0;0;0;0;0;0;0;0;0;7600;7600;0;0;0;0;0;0;0;0;0;0;0;0;0;3440;2600;40;340960;341000;00308;09194;0;0;00097;09599;0;0;0;0;0;0;0;0;0;0;0;00223;00223;0;0;0;0;0;0;0;0;0;0;0;0;0;00101;00076;00001;09999;1;0;24;4;7;2;7;11
881;1995;402;42;CPV;132;Cape Verde;11000;354120;0;0;3500;368620;0;0;0;52;52;0;0;0;0;0;0;9828;9828;0;0;0;0;0;0;0;0;527;0;0;0;0;4000;2900;73;385927;386000;00285;09174;0;0;00091;0955;0;0;0;00001;00001;0;0;0;0;0;0;00255;00255;0;0;0;0;0;0;0;0;00014;0;0;0;0;00104;00075;00002;09998;1;0;134;9;28;1;2;11
882;2000;402;42;CPV;132;Cape Verde;12840;387859;0;0;5500;406199;0;0;0;55;55;0;0;0;0;0;0;11856;11856;0;0;0;0;0;0;0;0;650;0;0;0;0;4837;3454;949;427051;428000;003;09062;0;0;00129;09491;0;0;0;00001;00001;0;0;0;0;0;0;00277;00277;0;0;0;0;0;0;0;0;00015;0;0;0;0;00113;00081;00022;09978;1;0;24;8;20;2;83;11
883;2005;402;42;CPV;132;Cape Verde;20985;411000;0;0;6421;438406;0;0;0;0;0;10200;1200;0;0;0;0;0;11400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8380;1814;458186;460000;00456;08935;0;0;0014;09531;0;0;0;0;0;00222;00026;0;0;0;0;0;00248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00182;00039;09961;1;0;24;8;20;2;200;11
884;2010;402;42;CPV;132;Cape Verde;21020;422000;0;0;7200;450220;0;0;0;0;0;14200;1000;0;0;0;0;0;15200;0;0;0;0;0;0;0;0;0;0;0;0;0;611;8500;469;474531;475000;00443;08884;0;0;00152;09478;0;0;0;0;0;00299;00021;0;0;0;0;0;0032;0;0;0;0;0;0;0;0;0;0;0;0;0;00013;00179;0001;0999;1;0;24;8;20;2;202;11
885;1975;403;195;STP;678;Sao Tome and Principe;1500;68920;0;0;6530;76950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;2000;0;4000;79000;83000;00181;08304;0;0;00787;09271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00006;0;0;0;0;00241;0;00482;09518;1;0;34;99;35;1;99;11
886;1980;403;195;STP;678;Sao Tome and Principe;2000;79000;0;0;10340;91340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550;0;0;0;0;1875;0;235;93765;94000;00213;08404;0;0;011;09717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00059;0;0;0;0;00199;0;00025;09975;1;0;134;10;28;1;12;11
887;1985;403;195;STP;678;Sao Tome and Principe;3100;85680;0;0;10200;98980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1050;0;0;0;0;1750;0;220;101780;102000;00304;084;0;0;01;09704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00103;0;0;0;0;00172;0;00022;09978;1;0;134;9;28;1;2;11
888;1990;403;195;STP;678;Sao Tome and Principe;4200;94300;0;0;11500;110000;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;0;0;0;2050;0;0;0;0;1500;900;500;114500;115000;00365;082;0;0;01;09565;0;0;0;0;0;0;0;0;0;0;0;00004;00004;0;0;0;0;0;0;0;0;00178;0;0;0;0;0013;00078;00043;09957;1;0;24;8;20;2;13;11
889;1995;403;195;STP;678;Sao Tome and Principe;5775;97600;0;0;13420;116795;0;0;0;0;0;0;0;0;0;0;0;54;54;0;0;0;0;0;0;0;0;2774;0;0;0;0;925;1167;285;121715;122000;00473;08;0;0;011;09573;0;0;0;0;0;0;0;0;0;0;0;00004;00004;0;0;0;0;0;0;0;0;00227;0;0;0;0;00076;00096;00023;09977;1;0;34;9;28;1;2;11
890;2000;403;195;STP;678;Sao Tome and Principe;9790;103842;0;0;16000;129632;0;0;0;0;0;0;0;0;0;0;0;58;58;0;0;0;0;0;0;0;0;3500;0;0;0;0;1350;4450;8010;138990;147000;00666;07064;0;0;01088;08819;0;0;0;0;0;0;0;0;0;0;0;00004;00004;0;0;0;0;0;0;0;0;00238;0;0;0;0;00092;00303;00545;09455;1;0;24;5;20;2;13;11
891;2005;403;195;STP;678;Sao Tome and Principe;13040;119530;0;0;6500;139070;0;0;0;0;0;0;0;0;0;0;0;1250;1250;0;0;0;0;0;0;0;0;3688;0;0;0;0;869;3235;888;148112;149000;00875;08022;0;0;00436;09334;0;0;0;0;0;0;0;0;0;0;0;00084;00084;0;0;0;0;0;0;0;0;00248;0;0;0;0;00058;00217;0006;0994;1;0;99;34;28;1;99;11
892;2010;403;195;STP;678;Sao Tome and Principe;16291;135219;0;0;2300;153810;0;0;0;0;0;0;0;0;0;0;0;2443;2443;0;0;0;0;0;0;0;0;3877;0;0;0;0;389;2020;376;162539;162915;01;083;0;0;00141;09441;0;0;0;0;0;0;0;0;0;0;0;0015;0015;0;0;0;0;0;0;0;0;00238;0;0;0;0;00024;00124;00023;09977;1;0;24;5;20;2;83;11
893;1975;404;100;GNB;624;Guinea-Bissau;2440;59546;0;200;4514;66700;0;0;0;0;0;0;0;0;0;0;0;190100;190100;0;0;0;0;0;0;0;0;52;0;0;0;0;370000;0;148;626852;627000;00039;0095;0;00003;00072;01064;0;0;0;0;0;0;0;0;0;0;0;03032;03032;0;0;0;0;0;0;0;0;00001;0;0;0;0;05901;0;00002;09998;1;0;34;99;35;1;99;11
894;1980;404;100;GNB;624;Guinea-Bissau;3200;85910;0;240;7810;97160;0;0;0;0;0;0;0;0;0;0;0;249920;249920;0;0;0;0;0;0;0;0;90;0;0;0;0;429550;900;3380;777620;781000;00041;011;0;00003;001;01244;0;0;0;0;0;0;0;0;0;0;0;032;032;0;0;0;0;0;0;0;0;00001;0;0;0;0;055;00012;00043;09957;1;0;134;4;10;2;7;11
895;1985;404;100;GNB;624;Guinea-Bissau;5100;98955;0;245;8670;112970;0;0;0;0;0;0;0;0;0;0;0;286770;286770;0;0;0;0;0;0;0;0;155;0;0;0;0;460370;8690;45;868955;869000;00059;01139;0;00003;001;013;0;0;0;0;0;0;0;0;0;0;0;033;033;0;0;0;0;0;0;0;0;00002;0;0;0;0;05298;001;00001;09999;1;0;34;5;24;2;1;11
896;1990;404;100;GNB;624;Guinea-Bissau;7000;102000;0;250;6070;115320;0;0;0;0;0;0;0;0;0;0;0;318120;318120;0;0;0;0;0;0;0;0;220;0;0;0;0;510920;13600;5820;958180;964000;00073;01058;0;00003;00063;01196;0;0;0;0;0;0;0;0;0;0;0;033;033;0;0;0;0;0;0;0;0;00002;0;0;0;0;053;00141;0006;0994;1;0;24;4;8;2;7;11
897;1995;404;100;GNB;624;Guinea-Bissau;9565;116650;0;255;16084;142554;0;0;0;0;0;0;0;0;0;0;0;374150;374150;0;0;0;0;0;0;0;0;216;0;0;0;0;534500;14628;2952;1066048;1069000;00089;01091;0;00002;0015;01334;0;0;0;0;0;0;0;0;0;0;0;035;035;0;0;0;0;0;0;0;0;00002;0;0;0;0;05;00137;00028;09972;1;0;34;5;24;2;1;11
898;2000;404;100;GNB;624;Guinea-Bissau;10500;120000;0;0;15000;145500;0;0;0;0;0;495000;10200;0;0;0;0;0;505200;0;0;0;0;0;0;0;0;213;0;0;0;0;545850;15657;580;1212420;1213000;00087;00989;0;0;00124;012;0;0;0;0;0;04081;00084;0;0;0;0;0;04165;0;0;0;0;0;0;0;0;00002;0;0;0;0;045;00129;00005;09995;1;0;24;5;20;2;83;11
899;2005;404;100;GNB;624;Guinea-Bissau;12411;124112;0;0;22343;158866;0;0;0;0;0;545781;11138;0;0;0;0;0;556919;0;0;0;0;0;0;0;0;251;0;0;0;0;583440;19200;7324;1318676;1326000;00094;00936;0;0;00168;01198;0;0;0;0;0;04116;00084;0;0;0;0;0;042;0;0;0;0;0;0;0;0;00002;0;0;0;0;044;00145;00055;09945;1;0;24;5;20;2;83;11
900;2010;404;100;GNB;624;Guinea-Bissau;12119;126500;0;229;22000;160848;0;0;0;0;0;575000;14777;0;0;0;0;0;589777;0;0;0;0;0;0;0;0;260;0;0;0;0;702000;24000;899;1476885;1477784;00082;00856;0;00002;00149;01088;0;0;0;0;0;03891;001;0;0;0;0;0;03991;0;0;0;0;0;0;0;0;00002;0;0;0;0;0475;00162;00006;09994;1;0;24;5;20;2;83;11
